Country/area,Type,Age Category,Capacity (MW),Capacity %
Kosovo,Utility-scale solar,40-49 years,0.0,0.0
Kosovo,Utility-scale solar,50+ years,0.0,0.0
Kosovo,Wind,0-9 years,0.135,100.0
Kosovo,Wind,10-19 years,0.0,0.0
Kosovo,Wind,20-29 years,0.0,0.0
Kosovo,Wind,30-39 years,0.0,0.0
Kosovo,Wind,40-49 years,0.0,0.0
Kosovo,Wind,50+ years,0.0,0.0
Kuwait,Oil and gas,0-9 years,3.817,19.56482739178349
Kuwait,Oil and gas,10-19 years,6.6385,34.02701248109895
Kuwait,Oil and gas,20-29 years,2.4,12.30169917219816
Kuwait,Oil and gas,30-39 years,2.4,12.30169917219816
Kuwait,Oil and gas,40-49 years,3.45,17.683692560034856
Kuwait,Oil and gas,50+ years,0.804,4.121069222686383
Kuwait,Utility-scale solar,0-9 years,0.0687,100.0
Kuwait,Utility-scale solar,10-19 years,0.0,0.0
Kuwait,Utility-scale solar,20-29 years,0.0,0.0
Kuwait,Utility-scale solar,30-39 years,0.0,0.0
Kuwait,Utility-scale solar,40-49 years,0.0,0.0
Kuwait,Utility-scale solar,50+ years,0.0,0.0
Kuwait,Wind,0-9 years,0.01,100.0
Kuwait,Wind,10-19 years,0.0,0.0
Kuwait,Wind,20-29 years,0.0,0.0
Kuwait,Wind,30-39 years,0.0,0.0
Kuwait,Wind,40-49 years,0.0,0.0
Kuwait,Wind,50+ years,0.0,0.0
Kyrgyzstan,Coal,0-9 years,0.3,36.90036900369004
Kyrgyzstan,Coal,10-19 years,0.0,0.0
Kyrgyzstan,Coal,20-29 years,0.1,12.300123001230013
Kyrgyzstan,Coal,30-39 years,0.0,0.0
Kyrgyzstan,Coal,40-49 years,0.086,10.57810578105781
Kyrgyzstan,Coal,50+ years,0.327,40.22140221402214
Kyrgyzstan,Hydropower,0-9 years,0.025,0.7974481658692184
Kyrgyzstan,Hydropower,10-19 years,0.12,3.827751196172249
Kyrgyzstan,Hydropower,20-29 years,0.0,0.0
Kyrgyzstan,Hydropower,30-39 years,0.24,7.655502392344498
Kyrgyzstan,Hydropower,40-49 years,1.25,39.87240829346093
Kyrgyzstan,Hydropower,50+ years,1.5,47.84688995215311
Laos,Coal,0-9 years,0.626,33.33333333333333
Laos,Coal,10-19 years,1.252,66.66666666666666
Laos,Coal,20-29 years,0.0,0.0
Laos,Coal,30-39 years,0.0,0.0
Laos,Coal,40-49 years,0.0,0.0
Laos,Coal,50+ years,0.0,0.0
Laos,Utility-scale solar,0-9 years,0.0639,100.0
Laos,Utility-scale solar,10-19 years,0.0,0.0
Laos,Utility-scale solar,20-29 years,0.0,0.0
Laos,Utility-scale solar,30-39 years,0.0,0.0
Laos,Utility-scale solar,40-49 years,0.0,0.0
Laos,Utility-scale solar,50+ years,0.0,0.0
Laos,Hydropower,0-9 years,6.989,71.7188301693176
Laos,Hydropower,10-19 years,1.784,18.306824012314006
Laos,Hydropower,20-29 years,0.652,6.690610569522833
Laos,Hydropower,30-39 years,0.045,0.46177526936890717
Laos,Hydropower,40-49 years,0.0,0.0
Laos,Hydropower,50+ years,0.275,2.8219599794766546
Latvia,Oil and gas,0-9 years,0.0,0.0
Latvia,Oil and gas,10-19 years,0.929,85.46458141674333
Latvia,Oil and gas,20-29 years,0.158,14.535418583256671
Latvia,Oil and gas,30-39 years,0.0,0.0
Latvia,Oil and gas,40-49 years,0.0,0.0
Latvia,Oil and gas,50+ years,0.0,0.0
Latvia,Wind,0-9 years,0.059,59.0
Latvia,Wind,10-19 years,0.021,21.0
Latvia,Wind,20-29 years,0.02,20.0
Latvia,Wind,30-39 years,0.0,0.0
Latvia,Wind,40-49 years,0.0,0.0
Latvia,Wind,50+ years,0.0,0.0
Latvia,Hydropower,0-9 years,0.0,0.0
Latvia,Hydropower,10-19 years,0.0,0.0
Latvia,Hydropower,20-29 years,0.0,0.0
Latvia,Hydropower,30-39 years,0.0,0.0
Latvia,Hydropower,40-49 years,0.0,0.0
Latvia,Hydropower,50+ years,1.536,100.0
Lebanon,Oil and gas,0-9 years,0.27,10.86082059533387
Lebanon,Oil and gas,10-19 years,0.198,7.964601769911504
Lebanon,Oil and gas,20-29 years,0.93,37.409493161705555
Lebanon,Oil and gas,30-39 years,0.317,12.751407884151247
Lebanon,Oil and gas,40-49 years,0.581,23.37087691069992
Lebanon,Oil and gas,50+ years,0.19,7.642799678197908
Lebanon,Hydropower,0-9 years,0.0,0.0
Lebanon,Hydropower,10-19 years,0.0,0.0
Lebanon,Hydropower,20-29 years,0.0,0.0
Lebanon,Hydropower,30-39 years,0.0,0.0
Lebanon,Hydropower,40-49 years,0.0,0.0
Lebanon,Hydropower,50+ years,0.156,100.0
Lesotho,Utility-scale solar,0-9 years,0.0261,100.0
Lesotho,Utility-scale solar,10-19 years,0.0,0.0
Lesotho,Utility-scale solar,20-29 years,0.0,0.0
Lesotho,Utility-scale solar,30-39 years,0.0,0.0
Lesotho,Utility-scale solar,40-49 years,0.0,0.0
Lesotho,Utility-scale solar,50+ years,0.0,0.0
Liberia,Hydropower,0-9 years,0.0,0.0
Liberia,Hydropower,10-19 years,0.0,0.0
Liberia,Hydropower,20-29 years,0.0,0.0
Liberia,Hydropower,30-39 years,0.0,0.0
Liberia,Hydropower,40-49 years,0.0,0.0
Liberia,Hydropower,50+ years,0.088,100.0
Libya,Oil and gas,0-9 years,3.444,24.31001623491212
Libya,Oil and gas,10-19 years,7.344,51.83878026399379
Libya,Oil and gas,20-29 years,0.312,2.2023011223265336
Libya,Oil and gas,30-39 years,1.827,12.896167149008258
Libya,Oil and gas,40-49 years,1.24,8.752735229759299
Libya,Oil and gas,50+ years,0.0,0.0
Libya,Utility-scale solar,0-9 years,0.4602777777777778,100.0
Libya,Utility-scale solar,10-19 years,0.0,0.0
Libya,Utility-scale solar,20-29 years,0.0,0.0
Libya,Utility-scale solar,30-39 years,0.0,0.0
Libya,Utility-scale solar,40-49 years,0.0,0.0
Libya,Utility-scale solar,50+ years,0.0,0.0
Lithuania,Oil and gas,0-9 years,0.0,0.0
Lithuania,Oil and gas,10-19 years,1.127,98.17073170731707
Lithuania,Oil and gas,20-29 years,0.021,1.8292682926829267
Lithuania,Oil and gas,30-39 years,0.0,0.0
Lithuania,Oil and gas,40-49 years,0.0,0.0
Lithuania,Oil and gas,50+ years,0.0,0.0
Lithuania,Utility-scale solar,0-9 years,0.16937127551020406,100.0
Lithuania,Utility-scale solar,10-19 years,0.0,0.0
Lithuania,Utility-scale solar,20-29 years,0.0,0.0
Lithuania,Utility-scale solar,30-39 years,0.0,0.0
Lithuania,Utility-scale solar,40-49 years,0.0,0.0
Lithuania,Utility-scale solar,50+ years,0.0,0.0
Lithuania,Wind,0-9 years,0.57,65.97222222222221
Lithuania,Wind,10-19 years,0.294,34.02777777777778
Lithuania,Wind,20-29 years,0.0,0.0
Lithuania,Wind,30-39 years,0.0,0.0
Lithuania,Wind,40-49 years,0.0,0.0
Lithuania,Wind,50+ years,0.0,0.0
Lithuania,Hydropower,0-9 years,0.0,0.0
Lithuania,Hydropower,10-19 years,0.0,0.0
Lithuania,Hydropower,20-29 years,0.0,0.0
Lithuania,Hydropower,30-39 years,0.9,89.91008991008991
Lithuania,Hydropower,40-49 years,0.0,0.0
Lithuania,Hydropower,50+ years,0.101,10.08991008991009
Lithuania,Bioenergy,0-9 years,0.07,100.0
Lithuania,Bioenergy,10-19 years,0.0,0.0
Lithuania,Bioenergy,20-29 years,0.0,0.0
Lithuania,Bioenergy,30-39 years,0.0,0.0
Lithuania,Bioenergy,40-49 years,0.0,0.0
Lithuania,Bioenergy,50+ years,0.0,0.0
Luxembourg,Wind,0-9 years,0.029,53.70370370370371
Luxembourg,Wind,10-19 years,0.012,22.22222222222222
Luxembourg,Wind,20-29 years,0.013,24.074074074074073
Luxembourg,Wind,30-39 years,0.0,0.0
Luxembourg,Wind,40-49 years,0.0,0.0
Luxembourg,Wind,50+ years,0.0,0.0
Luxembourg,Hydropower,0-9 years,0.0,0.0
Luxembourg,Hydropower,10-19 years,0.0,0.0
Luxembourg,Hydropower,20-29 years,0.0,0.0
Luxembourg,Hydropower,30-39 years,0.0,0.0
Luxembourg,Hydropower,40-49 years,0.0,0.0
Luxembourg,Hydropower,50+ years,1.294,100.0
Macao,Oil and gas,0-9 years,0.0,0.0
Macao,Oil and gas,10-19 years,0.0,0.0
Macao,Oil and gas,20-29 years,0.136,33.39882121807466
Macao,Oil and gas,30-39 years,0.0,0.0
Macao,Oil and gas,40-49 years,0.2712,66.60117878192534
Macao,Oil and gas,50+ years,0.0,0.0
Madagascar,Coal,0-9 years,0.0,0.0
Madagascar,Coal,10-19 years,0.12,100.0
Madagascar,Coal,20-29 years,0.0,0.0
Madagascar,Coal,30-39 years,0.0,0.0
Madagascar,Coal,40-49 years,0.0,0.0
Madagascar,Coal,50+ years,0.0,0.0
Madagascar,Oil and gas,0-9 years,0.171,100.0
Madagascar,Oil and gas,10-19 years,0.0,0.0
Madagascar,Oil and gas,20-29 years,0.0,0.0
Madagascar,Oil and gas,30-39 years,0.0,0.0
Madagascar,Oil and gas,40-49 years,0.0,0.0
Madagascar,Oil and gas,50+ years,0.0,0.0
Madagascar,Utility-scale solar,0-9 years,0.043835695538057745,100.0
Madagascar,Utility-scale solar,10-19 years,0.0,0.0
Madagascar,Utility-scale solar,20-29 years,0.0,0.0
Madagascar,Utility-scale solar,30-39 years,0.0,0.0
Madagascar,Utility-scale solar,40-49 years,0.0,0.0
Madagascar,Utility-scale solar,50+ years,0.0,0.0
Madagascar,Hydropower,0-9 years,0.0,0.0
Madagascar,Hydropower,10-19 years,0.0,0.0
Madagascar,Hydropower,20-29 years,0.0,0.0
Madagascar,Hydropower,30-39 years,0.0,0.0
Madagascar,Hydropower,40-49 years,0.091,79.13043478260869
Madagascar,Hydropower,50+ years,0.024,20.869565217391305
Malawi,Utility-scale solar,0-9 years,0.09936999999999999,100.0
Malawi,Utility-scale solar,10-19 years,0.0,0.0
Malawi,Utility-scale solar,20-29 years,0.0,0.0
Malawi,Utility-scale solar,30-39 years,0.0,0.0
Malawi,Utility-scale solar,40-49 years,0.0,0.0
Malawi,Utility-scale solar,50+ years,0.0,0.0
Malawi,Hydropower,0-9 years,0.0,0.0
Malawi,Hydropower,10-19 years,0.0,0.0
Malawi,Hydropower,20-29 years,0.13,37.03703703703704
Malawi,Hydropower,30-39 years,0.1,28.49002849002849
Malawi,Hydropower,40-49 years,0.0,0.0
Malawi,Hydropower,50+ years,0.121,34.472934472934476
Malaysia,Coal,0-9 years,4.6,34.63855421686747
Malaysia,Coal,10-19 years,4.77,35.918674698795186
Malaysia,Coal,20-29 years,3.31,24.92469879518072
Malaysia,Coal,30-39 years,0.6,4.518072289156627
Malaysia,Coal,40-49 years,0.0,0.0
Malaysia,Coal,50+ years,0.0,0.0
Malaysia,Oil and gas,0-9 years,9.161200000000001,50.633946830265856
Malaysia,Oil and gas,10-19 years,2.0958,11.583485325816616
Malaysia,Oil and gas,20-29 years,5.346,29.54733874979274
Malaysia,Oil and gas,30-39 years,1.104,6.101807328801194
Malaysia,Oil and gas,40-49 years,0.282,1.5586138285524789
Malaysia,Oil and gas,50+ years,0.104,0.574807936771127
Malaysia,Utility-scale solar,0-9 years,2.0150675925925925,98.094164895619
Malaysia,Utility-scale solar,10-19 years,0.03915,1.9058351043810047
Malaysia,Utility-scale solar,20-29 years,0.0,0.0
Malaysia,Utility-scale solar,30-39 years,0.0,0.0
Malaysia,Utility-scale solar,40-49 years,0.0,0.0
Malaysia,Utility-scale solar,50+ years,0.0,0.0
Malaysia,Hydropower,0-9 years,0.372,6.040922377395258
Malaysia,Hydropower,10-19 years,3.609,58.60669048392335
Malaysia,Hydropower,20-29 years,0.654,10.620331276388438
Malaysia,Hydropower,30-39 years,0.0,0.0
Malaysia,Hydropower,40-49 years,1.123,18.236440402728157
Malaysia,Hydropower,50+ years,0.4,6.495615459564793
Maldives,Oil and gas,0-9 years,0.05,100.0
Maldives,Oil and gas,10-19 years,0.0,0.0
Maldives,Oil and gas,20-29 years,0.0,0.0
Maldives,Oil and gas,30-39 years,0.0,0.0
Maldives,Oil and gas,40-49 years,0.0,0.0
Maldives,Oil and gas,50+ years,0.0,0.0
Mali,Oil and gas,0-9 years,0.19,100.0
Mali,Oil and gas,10-19 years,0.0,0.0
Mali,Oil and gas,20-29 years,0.0,0.0
Mali,Oil and gas,30-39 years,0.0,0.0
Mali,Oil and gas,40-49 years,0.0,0.0
Mali,Oil and gas,50+ years,0.0,0.0
Mali,Utility-scale solar,0-9 years,0.12677847769028872,100.0
Mali,Utility-scale solar,10-19 years,0.0,0.0
Mali,Utility-scale solar,20-29 years,0.0,0.0
Mali,Utility-scale solar,30-39 years,0.0,0.0
Mali,Utility-scale solar,40-49 years,0.0,0.0
Mali,Utility-scale solar,50+ years,0.0,0.0
Mali,Hydropower,0-9 years,0.14,31.11111111111111
Mali,Hydropower,10-19 years,0.062,13.777777777777779
Mali,Hydropower,20-29 years,0.2,44.44444444444444
Mali,Hydropower,30-39 years,0.0,0.0
Mali,Hydropower,40-49 years,0.048,10.666666666666668
Mali,Hydropower,50+ years,0.0,0.0
Malta,Oil and gas,0-9 years,0.3578,65.31580868930267
Malta,Oil and gas,10-19 years,0.0,0.0
Malta,Oil and gas,20-29 years,0.115,20.99306316173786
Malta,Oil and gas,30-39 years,0.075,13.691128148959475
Malta,Oil and gas,40-49 years,0.0,0.0
Malta,Oil and gas,50+ years,0.0,0.0
Martinique,Oil and gas,0-9 years,0.0,0.0
Martinique,Oil and gas,10-19 years,0.2196,78.54077253218883
Martinique,Oil and gas,20-29 years,0.06,21.459227467811157
Martinique,Oil and gas,30-39 years,0.0,0.0
Martinique,Oil and gas,40-49 years,0.0,0.0
Martinique,Oil and gas,50+ years,0.0,0.0
Martinique,Utility-scale solar,0-9 years,0.0072,38.81401617250674
Martinique,Utility-scale solar,10-19 years,0.011349999999999999,61.18598382749326
Martinique,Utility-scale solar,20-29 years,0.0,0.0
Martinique,Utility-scale solar,30-39 years,0.0,0.0
Martinique,Utility-scale solar,40-49 years,0.0,0.0
Martinique,Utility-scale solar,50+ years,0.0,0.0
Martinique,Wind,0-9 years,0.014,100.0
Martinique,Wind,10-19 years,0.0,0.0
Martinique,Wind,20-29 years,0.0,0.0
Martinique,Wind,30-39 years,0.0,0.0
Martinique,Wind,40-49 years,0.0,0.0
Martinique,Wind,50+ years,0.0,0.0
Martinique,Bioenergy,0-9 years,0.04,100.0
Martinique,Bioenergy,10-19 years,0.0,0.0
Martinique,Bioenergy,20-29 years,0.0,0.0
Martinique,Bioenergy,30-39 years,0.0,0.0
Martinique,Bioenergy,40-49 years,0.0,0.0
Martinique,Bioenergy,50+ years,0.0,0.0
Mauritania,Oil and gas,0-9 years,0.0,0.0
Mauritania,Oil and gas,10-19 years,0.18,100.0
Mauritania,Oil and gas,20-29 years,0.0,0.0
Mauritania,Oil and gas,30-39 years,0.0,0.0
Mauritania,Oil and gas,40-49 years,0.0,0.0
Mauritania,Oil and gas,50+ years,0.0,0.0
Mauritania,Utility-scale solar,0-9 years,0.12015354330708661,90.20296331763892
Mauritania,Utility-scale solar,10-19 years,0.01305,9.797036682361078
Mauritania,Utility-scale solar,20-29 years,0.0,0.0
Mauritania,Utility-scale solar,30-39 years,0.0,0.0
Mauritania,Utility-scale solar,40-49 years,0.0,0.0
Mauritania,Utility-scale solar,50+ years,0.0,0.0
Mauritania,Wind,0-9 years,0.13,100.0
Mauritania,Wind,10-19 years,0.0,0.0
Mauritania,Wind,20-29 years,0.0,0.0
Mauritania,Wind,30-39 years,0.0,0.0
Mauritania,Wind,40-49 years,0.0,0.0
Mauritania,Wind,50+ years,0.0,0.0
Mauritius,Coal,0-9 years,0.0,0.0
Mauritius,Coal,10-19 years,0.09,46.15384615384615
Mauritius,Coal,20-29 years,0.105,53.84615384615385
Mauritius,Coal,30-39 years,0.0,0.0
Mauritius,Coal,40-49 years,0.0,0.0
Mauritius,Coal,50+ years,0.0,0.0
Mauritius,Utility-scale solar,0-9 years,0.07599189763779528,84.8513768849947
Mauritius,Utility-scale solar,10-19 years,0.013566929133858268,15.148623115005305
Mauritius,Utility-scale solar,20-29 years,0.0,0.0
Mauritius,Utility-scale solar,30-39 years,0.0,0.0
Mauritius,Utility-scale solar,40-49 years,0.0,0.0
Mauritius,Utility-scale solar,50+ years,0.0,0.0
Mauritius,Wind,0-9 years,0.0094,100.0
Mauritius,Wind,10-19 years,0.0,0.0
Mauritius,Wind,20-29 years,0.0,0.0
Mauritius,Wind,30-39 years,0.0,0.0
Mauritius,Wind,40-49 years,0.0,0.0
Mauritius,Wind,50+ years,0.0,0.0
Mayotte,Utility-scale solar,0-9 years,0.010368018372703413,71.66163399588014
Mayotte,Utility-scale solar,10-19 years,0.0040999999999999995,28.338366004119862
Mayotte,Utility-scale solar,20-29 years,0.0,0.0
Mayotte,Utility-scale solar,30-39 years,0.0,0.0
Mayotte,Utility-scale solar,40-49 years,0.0,0.0
Mayotte,Utility-scale solar,50+ years,0.0,0.0
Mexico,Coal,0-9 years,0.0,0.0
Mexico,Coal,10-19 years,0.678,12.60691706954258
Mexico,Coal,20-29 years,0.35,6.507995537374489
Mexico,Coal,30-39 years,3.45,64.15024172554853
Mexico,Coal,40-49 years,0.9,16.734845667534398
Mexico,Coal,50+ years,0.0,0.0
Mexico,Oil and gas,0-9 years,16.1834,31.191924954657857
Mexico,Oil and gas,10-19 years,9.4015,18.120474218101005
Mexico,Oil and gas,20-29 years,15.0901,29.08469584625496
Mexico,Oil and gas,30-39 years,5.6885,10.964028887908055
Mexico,Oil and gas,40-49 years,5.5198,10.63887609307812
Mexico,Oil and gas,50+ years,0.0,0.0
Mexico,Utility-scale solar,0-9 years,11.510228636363635,98.48426233536387
Mexico,Utility-scale solar,10-19 years,0.17715,1.5157376646361287
Mexico,Utility-scale solar,20-29 years,0.0,0.0
Mexico,Utility-scale solar,30-39 years,0.0,0.0
Mexico,Utility-scale solar,40-49 years,0.0,0.0
Mexico,Utility-scale solar,50+ years,0.0,0.0
Mexico,Wind,0-9 years,4.621,60.47637743750818
Mexico,Wind,10-19 years,2.937,38.437377306635256
Mexico,Wind,20-29 years,0.0,0.0
Mexico,Wind,30-39 years,0.083,1.0862452558565634
Mexico,Wind,40-49 years,0.0,0.0
Mexico,Wind,50+ years,0.0,0.0
Mexico,Hydropower,0-9 years,0.0,0.0
Mexico,Hydropower,10-19 years,1.5,12.681772066283395
Mexico,Hydropower,20-29 years,0.714,6.036523503550896
Mexico,Hydropower,30-39 years,2.412,20.3922894825837
Mexico,Hydropower,40-49 years,3.39,28.660804869800472
Mexico,Hydropower,50+ years,3.812,32.22861007778153
Mexico,Nuclear,0-9 years,0.0,0.0
Mexico,Nuclear,10-19 years,0.0,0.0
Mexico,Nuclear,20-29 years,0.0,0.0
Mexico,Nuclear,30-39 years,1.608,100.0
Mexico,Nuclear,40-49 years,0.0,0.0
Mexico,Nuclear,50+ years,0.0,0.0
Mexico,Bioenergy,0-9 years,0.083,39.90384615384615
Mexico,Bioenergy,10-19 years,0.125,60.09615384615385
Mexico,Bioenergy,20-29 years,0.0,0.0
Mexico,Bioenergy,30-39 years,0.0,0.0
Mexico,Bioenergy,40-49 years,0.0,0.0
Mexico,Bioenergy,50+ years,0.0,0.0
Mexico,Geothermal,0-9 years,0.051,6.530089628681178
Mexico,Geothermal,10-19 years,0.15,19.206145966709347
Mexico,Geothermal,20-29 years,0.11,14.084507042253522
Mexico,Geothermal,30-39 years,0.44,56.33802816901409
Mexico,Geothermal,40-49 years,0.03,3.841229193341869
Mexico,Geothermal,50+ years,0.0,0.0
Micronesia,Utility-scale solar,0-9 years,0.0020009999999999997,100.0
Micronesia,Utility-scale solar,10-19 years,0.0,0.0
Micronesia,Utility-scale solar,20-29 years,0.0,0.0
Micronesia,Utility-scale solar,30-39 years,0.0,0.0
Micronesia,Utility-scale solar,40-49 years,0.0,0.0
Micronesia,Utility-scale solar,50+ years,0.0,0.0
Moldova,Oil and gas,0-9 years,0.0,0.0
Moldova,Oil and gas,10-19 years,0.0,0.0
Moldova,Oil and gas,20-29 years,0.0,0.0
Moldova,Oil and gas,30-39 years,0.0,0.0
Moldova,Oil and gas,40-49 years,0.758,64.8972602739726
Moldova,Oil and gas,50+ years,0.41,35.1027397260274
Moldova,Hydropower,0-9 years,0.0,0.0
Moldova,Hydropower,10-19 years,0.0,0.0
Moldova,Hydropower,20-29 years,0.0,0.0
Moldova,Hydropower,30-39 years,0.0,0.0
Moldova,Hydropower,40-49 years,0.0,0.0
Moldova,Hydropower,50+ years,0.048,100.0
Mongolia,Coal,0-9 years,0.27,23.580786026200872
Mongolia,Coal,10-19 years,0.175,15.283842794759824
Mongolia,Coal,20-29 years,0.0,0.0
Mongolia,Coal,30-39 years,0.16,13.973799126637553
Mongolia,Coal,40-49 years,0.54,47.161572052401745
Mongolia,Coal,50+ years,0.0,0.0
Mongolia,Utility-scale solar,0-9 years,0.10590000000000001,100.0
Mongolia,Utility-scale solar,10-19 years,0.0,0.0
Mongolia,Utility-scale solar,20-29 years,0.0,0.0
Mongolia,Utility-scale solar,30-39 years,0.0,0.0
Mongolia,Utility-scale solar,40-49 years,0.0,0.0
Mongolia,Utility-scale solar,50+ years,0.0,0.0
Mongolia,Wind,0-9 years,0.105,67.74193548387096
Mongolia,Wind,10-19 years,0.05,32.25806451612903
Mongolia,Wind,20-29 years,0.0,0.0
Mongolia,Wind,30-39 years,0.0,0.0
Mongolia,Wind,40-49 years,0.0,0.0
Mongolia,Wind,50+ years,0.0,0.0
Montenegro,Wind,0-9 years,0.118,100.0
Montenegro,Wind,10-19 years,0.0,0.0
Montenegro,Wind,20-29 years,0.0,0.0
Montenegro,Wind,30-39 years,0.0,0.0
Montenegro,Wind,40-49 years,0.0,0.0
Montenegro,Wind,50+ years,0.0,0.0
Montenegro,Hydropower,0-9 years,0.0,0.0
Montenegro,Hydropower,10-19 years,0.0,0.0
Montenegro,Hydropower,20-29 years,0.0,0.0
Montenegro,Hydropower,30-39 years,0.0,0.0
Montenegro,Hydropower,40-49 years,0.342,52.69645608628659
Montenegro,Hydropower,50+ years,0.307,47.303543913713405
Morocco,Coal,0-9 years,1.736,42.42424242424242
Morocco,Coal,10-19 years,0.7,17.10654936461388
Morocco,Coal,20-29 years,0.696,17.008797653958943
Morocco,Coal,30-39 years,0.96,23.46041055718475
Morocco,Coal,40-49 years,0.0,0.0
Morocco,Coal,50+ years,0.0,0.0
Morocco,Oil and gas,0-9 years,0.0,0.0
Morocco,Oil and gas,10-19 years,1.201,63.17727511835876
Morocco,Oil and gas,20-29 years,0.4,21.041557075223565
Morocco,Oil and gas,30-39 years,0.3,15.781167806417676
Morocco,Oil and gas,40-49 years,0.0,0.0
Morocco,Oil and gas,50+ years,0.0,0.0
Morocco,Utility-scale solar,0-9 years,0.7300800000000001,97.33361774744027
Morocco,Utility-scale solar,10-19 years,0.02,2.666382252559727
Morocco,Utility-scale solar,20-29 years,0.0,0.0
Morocco,Utility-scale solar,30-39 years,0.0,0.0
Morocco,Utility-scale solar,40-49 years,0.0,0.0
Morocco,Utility-scale solar,50+ years,0.0,0.0
Morocco,Wind,0-9 years,0.552,42.75755228505035
Morocco,Wind,10-19 years,0.675,52.285050348567
Morocco,Wind,20-29 years,0.064,4.95739736638265
Morocco,Wind,30-39 years,0.0,0.0
Morocco,Wind,40-49 years,0.0,0.0
Morocco,Wind,50+ years,0.0,0.0
Morocco,Hydropower,0-9 years,0.0,0.0
Morocco,Hydropower,10-19 years,0.0,0.0
Morocco,Hydropower,20-29 years,0.798,54.58276333789329
Morocco,Hydropower,30-39 years,0.307,20.99863201094391
Morocco,Hydropower,40-49 years,0.128,8.755129958960328
Morocco,Hydropower,50+ years,0.229,15.663474692202461
Mozambique,Oil and gas,0-9 years,0.246,37.40875912408759
Mozambique,Oil and gas,10-19 years,0.4116,62.59124087591241
Mozambique,Oil and gas,20-29 years,0.0,0.0
Mozambique,Oil and gas,30-39 years,0.0,0.0
Mozambique,Oil and gas,40-49 years,0.0,0.0
Mozambique,Oil and gas,50+ years,0.0,0.0
Mozambique,Utility-scale solar,0-9 years,0.099301,100.0
Mozambique,Utility-scale solar,10-19 years,0.0,0.0
Mozambique,Utility-scale solar,20-29 years,0.0,0.0
Mozambique,Utility-scale solar,30-39 years,0.0,0.0
Mozambique,Utility-scale solar,40-49 years,0.0,0.0
Mozambique,Utility-scale solar,50+ years,0.0,0.0
Mozambique,Hydropower,0-9 years,0.0,0.0
Mozambique,Hydropower,10-19 years,0.0,0.0
Mozambique,Hydropower,20-29 years,0.0,0.0
Mozambique,Hydropower,30-39 years,0.0,0.0
Mozambique,Hydropower,40-49 years,0.0,0.0
Mozambique,Hydropower,50+ years,2.171,100.0
Myanmar,Coal,0-9 years,0.03,20.0
Myanmar,Coal,10-19 years,0.0,0.0
Myanmar,Coal,20-29 years,0.12,80.0
Myanmar,Coal,30-39 years,0.0,0.0
Myanmar,Coal,40-49 years,0.0,0.0
Myanmar,Coal,50+ years,0.0,0.0
Myanmar,Oil and gas,0-9 years,0.9912000000000001,48.57156857940903
Myanmar,Oil and gas,10-19 years,0.8032999999999999,39.36394374479345
Myanmar,Oil and gas,20-29 years,0.092,4.508256970647326
Myanmar,Oil and gas,30-39 years,0.15419999999999998,7.556230705150193
Myanmar,Oil and gas,40-49 years,0.0,0.0
Myanmar,Oil and gas,50+ years,0.0,0.0
Myanmar,Utility-scale solar,0-9 years,0.28585625,100.0
Myanmar,Utility-scale solar,10-19 years,0.0,0.0
Myanmar,Utility-scale solar,20-29 years,0.0,0.0
Myanmar,Utility-scale solar,30-39 years,0.0,0.0
Myanmar,Utility-scale solar,40-49 years,0.0,0.0
Myanmar,Utility-scale solar,50+ years,0.0,0.0
Myanmar,Wind,0-9 years,0.21,100.0
Myanmar,Wind,10-19 years,0.0,0.0
Myanmar,Wind,20-29 years,0.0,0.0
Myanmar,Wind,30-39 years,0.0,0.0
Myanmar,Wind,40-49 years,0.0,0.0
Myanmar,Wind,50+ years,0.0,0.0
Myanmar,Hydropower,0-9 years,0.131,4.346383543463835
Myanmar,Hydropower,10-19 years,2.304,76.44326476443266
Myanmar,Hydropower,20-29 years,0.355,11.778367617783676
Myanmar,Hydropower,30-39 years,0.0,0.0
Myanmar,Hydropower,40-49 years,0.056,1.85799601857996
Myanmar,Hydropower,50+ years,0.168,5.57398805573988
Namibia,Coal,0-9 years,0.0,0.0
Namibia,Coal,10-19 years,0.0,0.0
Namibia,Coal,20-29 years,0.0,0.0
Namibia,Coal,30-39 years,0.0,0.0
Namibia,Coal,40-49 years,0.03,25.0
Namibia,Coal,50+ years,0.09,75.0
Namibia,Utility-scale solar,0-9 years,0.18903999999999999,97.42321170892599
Namibia,Utility-scale solar,10-19 years,0.005,2.5767882910740054
Namibia,Utility-scale solar,20-29 years,0.0,0.0
Namibia,Utility-scale solar,30-39 years,0.0,0.0
Namibia,Utility-scale solar,40-49 years,0.0,0.0
Namibia,Utility-scale solar,50+ years,0.0,0.0
Namibia,Hydropower,0-9 years,0.0,0.0
Namibia,Hydropower,10-19 years,0.0,0.0
Namibia,Hydropower,20-29 years,0.0,0.0
Namibia,Hydropower,30-39 years,0.0,0.0
Namibia,Hydropower,40-49 years,0.332,100.0
Namibia,Hydropower,50+ years,0.0,0.0
Nepal,Utility-scale solar,0-9 years,0.03175,100.0
Nepal,Utility-scale solar,10-19 years,0.0,0.0
Nepal,Utility-scale solar,20-29 years,0.0,0.0
Nepal,Utility-scale solar,30-39 years,0.0,0.0
Nepal,Utility-scale solar,40-49 years,0.0,0.0
Nepal,Utility-scale solar,50+ years,0.0,0.0
